BookAuthor,BookTitle,ISBN,Price,Publisher,YearOfPublication
Donald W. Hendon,Battling for Profits: How to Win Big on the Marketing Battlefield,0130695432,11,Simon  Schuster,1988
Donald Woods,Biko,0805006559,10,H. Holt,1987
Donald Woods,Biko,0805018999,12,Henry Holt  Company,1991
Donald Woods,Biko: The Book Behind Richard Attenborough's Cry Freedom,0805003851,13,Henry Holt  Company,1987
Donald Worster,A River Running West: The Life of John Wesley Powell,0195099915,12,Oxford University Press,2000
Donald Zec,Barbra: A Biography of Barbra Streisand,0312066384,13,St Martins Pr,1982
Donella H Meadows,Beyond the limits: Global collapse or a sustainable future,185383131X,12,Earthscan Publications,1992
Donn Kushner,A Book Dragon,0380707691,12,Harpercollins Juvenile Books,1991
Donna Anders,ANOTHER LIFE,0671009109,11,Pocket,1998
Donna B. Forrest,180 Days of Character,188963610X,12,Youthlight Inc,1998
Donna Barr,Bosom Enemies,1892253089,9,Fine Line Press,2000
Donna Barr,Bosom Enemies: Bearing Our Losses,1892253100,11,Fine Line Pr,2001
Donna Bell,A Tangled Web (Zebra Regency Romance),082176795X,9,Kensington Publishing Corporation,2001
Donna Bell,A Taste for Love (Zebra Regency Romance),0821761048,12,Zebra Books,1999
Donna Clayton,"Adopted Dad (Bundles Of Joy) (Silhouette Romance, 1417)",037319417X,8,Silhouette,1999
Donna Clayton,"Beauty And The Bachelor Dad (The Single Daddy Club) (Silhouette Romances, No 1223)",0373192231,11,Silhouette,1997
Donna Clayton,"Boss And The Beauty  (Virgin Bride/Loving The Boss) (Silhouette Romance, 1342)",0373193424,11,Silhouette,1998
Donna Comeaux Zide,Above the Wind and Fire,0446302961,12,Warner Books,1983
Donna Cunningham,Being a Lunar Type in a Solar World an Astrological View of Modern Life,0877285225,9,Red Wheel Weiser,1982
Donna D. Cooner,Barney & Bj's Treehouse,1570640807,12,Lyrick,1996
Donna D. Cooner,Barney and Baby Bop Go to the Grocery Store (Go to --- Series),157064117X,9,Barney Publishing,1997
Donna D. Cooner,Barney's Animal Homes: A Lift and Peek Book (Barney's Great Adventure),1570642583,12,Barney Publishing,1998
Donna Fletcher Crow,"A Gentle Calling (The Cambridge Chronicles, Bk 1)",0891078061,12,Good News Pub,1994
Donna Gorrell,A Writer's Handbook from A to Z,0205137644,12,Prentice Hall,1994
Donna Grant,Better Than I Know Myself,0312273096,9,St. Martin's Press,2004
Donna Green,Anne of Green Gables Journal,0765194384,12,Smithmark Publishers,1997
Donna Greiner,"1,001 Ways to Keep Customers Coming Back: Wow Ideas That Make Customers Happy and Will Increase Your Bottom Line",0761520295,10,Prima Lifestyles,1999
Donna Grundman,A Distant Eden,0440121361,11,Dell Publishing Company,1982
Donna Hill,A Scandalous Affair (Arabesque),1583141189,11,Arabesque,2000
Donna Hill,A Whole Lotta Love,0451210905,10,Signet Book,2004
Donna Hill,An Ordinary Woman: A Novel,0312281919,12,St. Martin's Press,2002
Donna Huston Murray,A Score To Settle (A Ginger Barnes Mystery),0312969511,11,St. Martin's Paperbacks,1999
Donna Jo Napoli,April Flowers : (Spring Special) (Angelwings),0689832079,9,Aladdin,2000
Donna Jo Napoli,Beast,0689835892,11,Atheneum,2000
Donna Jo Napoli,Beast,0689835906,13,Simon Pulse,2002
Donna Jo Napoli,Bound,0689861753,12,Atheneum,2004
Donna Julian,Bad Moon Rising,0451194616,9,Signet Book,1998
Donna Kauffman,Against the Odds,0373790732,10,Harlequin,2003
Donna Kauffman,Bayou Heat (Loveswept),0553445375,10,Loveswept,1996
Donna Kauffman,"Black Satin (Loveswept, No 675)",0553444247,10,Loveswept,1994
Donna Kauffman,"Bounty Hunter (Loveswept, No 707)",0553444255,8,Loveswept,1994
Donna Kimel Vitek,Asking for Trouble (Candlelight Ecstasy Supreme),0440103347,10,Dell Publishing Company,1984
DONNA LANG,A Gift for Giving : Making the Most of the Present,0609605909,9,Clarkson Potter,2000
Donna Lee Berg,A Guide to the Oxford English Dictionary,0198691793,9,Oxford University Press,1993
Donna Lee Long,A Guide for Using Boxcar Children: Surprise Island in the Classroom,1576903389,9,Teacher Created Materials,2000
Donna Leon,A Noble Radiance,0142003190,10,Penguin Books,2003
Donna Leon,Acqua Alta,0736642943,9,"Books on Tape, Inc.",1998
Donna Leon,Acqua Alta,8432216364,11,Planeta Pub Corp,2003
Donna Marie Williams,BLACK EYED PEAS FOR THE SOUL,0684837455,13,Fireside,1997
Donna Masini,About Yvonne,0140274383,8,Penguin Books,1998
Donna Masini,About Yvonne,0393040917,11,W W Norton  Co Inc,1997
Donna Partow,A Woman's Guide to Personality Types: Enriching Your Family Relationships by Understanding the Four Temperaments,0764225472,10,Bethany House Publishers,2002
Donna Partow,Becoming the Woman I Want to Be,0764222945,12,Bethany House Publishers,2004
Donna Poehner,"2002 Photographer's Market (Photographer's Market, 2002)",1582970459,9,Writer's Digest Books,2001
Donna Poehner,"2004 Photographer's Market (Photographer's Market, 2004)",1582971862,8,Writers Digest Books,2003
Donna R. O'Toole,"Aarvy Aardvark Finds Hope: A Read Aloud Story for People of All Ages About Loving and Losing, Friendship and Hope",1878321250,9,Compassion Books,1988
Donna Rae  Siegfried,Biology for Dummies,0764553267,10,For Dummies,2001
Donna Rathmell German,Bread Machine Cookbook II (Nitty Gritty Cookbooks),1558670378,11,Bristol Publishing Enterprises,1991
Donna Sammons Carpenter,After the crash: New investment strategies for survivors from America's foremost financial experts,0809245256,10,Contemporary Books,1988
Donna Simpson,A Country Courtship (Zebra Regency Romance),0821771949,10,Kensington Publishing Corporation,2002
Donna Simpson,A Rake's Redemption (Zebra Regency Romance),0821771930,12,Kensington Publishing Corporation,2002
Donna Simpson,Belle of the Ball (Zebra Regency Romance),0821770403,10,Kensington Publishing Corporation,2001
Donna Smallin,7 Simple Steps to Unclutter Your Life,1580172377,10,Storey Books,2000
Donna Theisen,Angels of Emergency: Rescue Stories from America's Paramedics and Emt's,0061009830,8,Harper Mass Market Paperbacks (Mm),1996
Donna Valentino,Always in My Heart (Travel Time Romance),0061084808,9,Harper Mass Market Paperbacks (Mm),1997
Donna Watson,101 Simple Ways to Be Good to Yourself: How to Discover Peace and Joy in Your Life,0963119508,11,Bard Press,1992
Donnalyn Frey,!%@ (A Nutshell handbook),1565920317,8,O'Reilly,1993
Donnalyn Frey,!%@ (A Nutshell handbook),1565920465,12,O'Reilly,1994
Donna-Marie Pye,America's Best Slow Cooker Recipes,0778800229,10,Robert Rose,2000
Donna-Marie Pye,Best-Loved Slow Cooker Recipes,0785341021,10,Consumer Guide Books,2000
Donovan Webster,Aftermath: The Remnants of War,0679431950,9,Random House Inc,1996
Donya Dickerson,1999 Guide to Literary Agents: 500 Agents Who Sell What You Write (Guide to Literary Agents),0898798787,12,F  W Pubns,1999
Dora Wood,500 More Wild & Wacky Knock-Knock Jokes for Kids,0345381610,9,Ballantine Books,1993
Dora Wood,500 Wacky Knock-Knock Jokes,0345380800,10,Ballantine Books,1992
Doranna Durgin,Barrenlands,0671878727,12,Baen,1998
Dore Ashton,A Joseph Cornell Album,0306803720,11,DaCapo Press,2002
Dore Ashton,About Rothko,0306807041,11,Da Capo Press,1996
Doreen Owens Malek,"A Marriage of Convenience (Western Lovers, 7)",0373301553,9,Harlequin,1998
Doreen Owens Malek,"Big Sky Drifter (Harlequin Desire, No 1097)",0373760973,11,Silhouette,1997
Doreen Russo,AAA Guide to the National Parks: American Automobile Association,0020620497,11,Simon  Schuster,1994
Doreen Stewart,"A Taste Of Carthage Food, Memories, And Southern Hospitality From Al Gore's Hometown",1558538291,13,Rutledge Hill Press,2000
Doreen Tovey,A comfort of cats,0745119239,9,Curley Large Print,1993
Doreen Valiente,An ABC of Witchcraft Past and Present,0919345778,10,Phoenix Publishing (WA),1988
Doreen Virtue,"\I'd Change My Life If I Had More Time\"": A Practical Guide to Making Dreams Come True""",1561703214,13,Hay House,1996
Doreen Virtue,Angel Therapy: Healing Messages for Every Area of Your Life,1561703974,9,Hay House,1997
Doreen Virtue,"Angel Visions: True Stories of People Who Have Seen Angels, and How You Can See Angels, Too!",1561707120,11,Hay House,2000
Dori Carter,Beautiful Wasps Having Sex,0688174647,11,William Morrow  Company,2000
Dorie Greenspan,Baking With Julia: Based on the Pbs Series Hosted by Julia Child,0688146570,9,Morrow Cookbooks,1996
Doris B. Wolfe,Awaken the Dawn,0929292537,12,Hannibal Books,2003
Doris Betts,BEASTS OF THE SOUTHERN WILD AND OTHER STORIES,0684838052,13,Touchstone,1998
Doris Brett,Annie Stories,0894805282,12,Workman Publishing,1988
Doris Buchanan Smith,A Taste of Blackberries,006440238X,9,HarperTrophy,1992
Doris Buchanan Smith,A Taste of Blackberries,059033784X,13,Scholastic Paperbacks (Mm),1982
Doris Buchanan Smith,Best Girl,0140346864,11,Penguin USA,1995
Doris Elaine Fell,"Always in September (Seasons of Intrigue, Book 1)",089107760X,12,Good News Pub,1994
Doris Elaine Fell,Blue Mist on the Danube (Sagas of a Kindred Heart),0800756770,9,Baker Book House,1999
Doris Gates,A Fair Wind for Troy (Greek Myths Series),014031718X,11,Viking Press,1984
Doris Gates,A Filly for Melinda: A Novel,0670313289,11,Penguin USA (J),1984
Doris Gates,Blue Willow (Puffin Newbery Library),0140309241,8,Puffin Books,1976
Doris J. Rapp,Allergies and Your Family,0806988789,11,Sterling Pub Co Inc,1980
Doris Jean Austin,After the Garden,0452260795,9,Penguin USA,1988
Doris Lessing,"Ben, In the World : The Sequel to the Fifth Child",0060934654,11,Perennial,2001
Doris May Lessing,A man and two women: Stories (A Touchstone book),0671541900,10,Simon  Schuster,1984
Doris May Lessing,"A Proper Marriage (The Children of Violence, Book 2)",0060976632,10,Perennial,1995
Doris May Lessing,"A Ripple from the Storm (The Children of Violence, Book 3)",0060976640,12,Perennial,1995
Doris May Lessing,A ripple from the storm: A complete novel from Doris Lessing's masterwork Children of violence (Plume fiction),0452256321,9,Plume,1991
Doris May Lessing,A Small Personal Voice,039471685X,11,Vintage Books USA,1975
Doris May Lessing,African Stories (A Touchstone Book),0671428098,12,Simon  Schuster,1981
Doris May Lessing,"Ben, in the World: The Sequel to the Fifth Child",0060196289,9,HarperCollins Publishers,2000
Doris Miles Disney,Black Mail,0821726625,10,Zebra Books,1989
Doris Mortman,"Before and Again (Mortman, Doris)",0312275579,9,St. Martin's Press,2003
Doris Orgel,A Certain Magic,0803754051,11,Penguin USA (J),1976
Doris Pooser,"Always in Style : The Revised Edition of the Acclaimed Classic on Creating Your Personal Style : Style, Bodyline, Wardrobe, Color, Hair, Make-Up",1560524138,13,Crisp Publications,1997
Doris Stokes,A Host of Voices Omnibus: Innocent Voices in My Ear & Whispering Voices,075153059X,10,Warner Futura,2002
Doris Wild Helmering,Being Ok Just Isn't Enough: The Power of Self-Discovery (Lifestyle Series),1558522077,8,National Press Books,1996
Dorling Kindersley Publishing,"1,000 Makers of the Millennium: The Men and Women Who Have Shaped the Last 1,000 Years",0789447096,13,Dorling Kindersley,1999
Dorling Kindersley Publishing Staff,Animal Encyclopedia,0751362565,9,Dorling Kindersley,2000
Dorman Pantfoeder,A New Owner's Guide to Dog Training (New Owner's Guide To...),0793827663,9,TFH Publications,1998
Doroth̩e Letessier,A breath of air,0140076573,12,Penguin Books,1985
Dorothea Brande,Becoming a Writer,0874771641,9,Jeremy P. Tarcher,1981
Dorothea Donley,A Doubting Lady (Zebra Regency Romance),0821762192,10,Kensington Publishing Corporation,1999
Dorothea Donley,A Proper Match (Zebra Regency Romance),0821758276,9,Zebra Books,1998
Dorothea Donley,A Single Season (Zebra Regency Romance),0821756729,9,Zebra Books,1997
Dorothea M. Dachs,Baby Sister (Little Golden Readers),0307602710,9,Goldencraft,1986
Dorothea Seeber,A Pup Just for Me/a Boy Just for Me: A Boy Just for Me,0399234039,10,Philomel Books,2000
Dorothea Tanning,Birthday,0932499155,10,Lapis Press,1987
Dorothy Allison,Bastard Out of Carolina,0452269571,9,Plume Books,1993
Dorothy Allison,Bastard Out of Carolina,0525934251,13,Dutton Books,1992
Dorothy Ann Bernard,A Question of Trust,0440173159,13,Bantam Books (Mm),1982
Dorothy Barker,A Little Book of Bible Stories (Flower S.),0723243263,9,Frederick Warne and Company Inc,1996
Dorothy Brenner Francis,Blink of the Mind (Twilight Series No 5),044090496X,11,Dell Publishing Company,1986
Dorothy Eden,Afternoon Walk (Fawcett Crest Fiction),044920040X,9,Fawcett Books,1960
Dorothy F. Regnery,An Enduring Heritage: Historic Buildings of the San Francisco Peninsula,0804709181,10,Stanford Univ Pr,1976
Dorothy Francis,A Secret Place: First Love No. 27,0671533274,8,Pocket Books,1982
Dorothy Fuldheim,3 HALF HUSBANDS,0671223216,9,Simon  Schuster,1976
Dorothy G. Singer,A Piaget Primer: How a Child Thinks,0452263468,8,Penguin USA,1989
Dorothy Garlock,A Gentle Giving,0446359904,9,Warner Books,1993
Dorothy Garlock,A Love for All Time,0553299964,12,Bantam Books,1993
Dorothy Garlock,A Place Called Rainwater,0446529508,10,Warner Books,2003
Dorothy Garlock,A Place Called Rainwater,0446611468,8,Warner Books,2003
Dorothy Garlock,After the Parade,0446608114,11,Warner Books,2000
Dorothy Garlock,Almost Eden,0446363723,8,Warner Books,1995
Dorothy Garlock,Annie Lash,0446603031,11,Warner Books,1995
Dorothy Gilman,A New Kind of Country,0449216276,8,Fawcett Books,1991
Dorothy Gilman,A Nun in the Closet,0816162964,9,Thorndike Pr,1975
Dorothy Gilman,A Palm for Mrs. Pollifax,0449208648,12,Fawcett Books,1995
Dorothy Gilman,Amazing Mrs. Pollifax,0449234479,10,Fawcett Books,1981
Dorothy H. Patent,Appaloosa Horses,0823407063,11,Holiday House,1988
Dorothy Haas,"Alcott Library Is Falling Down (Peanut Butter and Jelly, No 9)",0590435582,11,Scholastic Paperbacks (Mm),1991
Dorothy Hines Weaver,Arizona A to Z,087358564X,8,Northland Pub,1994
Dorothy J. Heydt,A Point of Honor,0886777917,8,Daw Books,1998
Dorothy L. Sayers,Aufruhr in Oxford.,3499262312,10,Rowohlt TB-V. Rnb.,2000
Dorothy L. Sayers,Aufruhr in Oxford. Gaudy Night,3499152711,10,Rowohlt Tb.,1983
Dorothy Livesay,Beginnings,0920541941,8,Turnstone Press,1989
Dorothy Miriam Jones,An Aleut bibliography (ISEGR report series ; no. 44),0883530163,11,"Institute of Social, Economic and Govt. Research, University of Alaska",1975
Dorothy R. O'Connell,Baby-Sitting Safe and Sound,0449146502,10,Fawcett Books,1990
Dorothy Raymond Whittaker,Angels of the Swamp (Walker's American History Series for Young People),0802781292,10,Walker  Company,1992
Dorothy Richards,Beaversprite: My Years Building an Animal Sanctuary,0932334679,9,Heart of the Lakes Publishing,1984
Dorothy S. Richards,A Practical Guide to Selecting a Cat (Practical Guides (Voyageur)),1564651509,9,Tetra Press,1993
Dorothy Salisbury Davis,A Death in the Life,0380017474,11,Harper Mass Market Paperbacks (Mm),1981
Dorothy Salisbury Davis,A Death in the Life,1892323869,8,Vivisphere Publishing,1976
Dorothy Salisbury Davis,A Gentleman Called,0345346637,8,Ballantine Books,1989
Dorothy Salisbury Davis,"Black Sheep, White Lamb",0345346645,13,Ballantine Books,1991
Dorothy Schneider,An Eyewitness History of Slavery in America: From Colonial Times to the Civil War,0816044031,11,Facts on File,2001
Dorothy Stewart,Bluff Your Way in Publishing (Bluffer Guides),0948456655,9,Ravette Publishing Ltd,1991
Dorothy Woolfolk,Abbey Is Missing,0590328646,11,Scholastic Paperbacks (Mm),1983
Dorsey Fiske,Academic Murder,0595209238,10,Backinprint.com,2001
Dorsey Fiske,Academic Murder,155547179X,11,Critics Choice Paperbacks/Lorevan Publishing,1987
Dory Hollander,101 Lies Men Tell Women -- And Why Women Believe Them,0060928123,9,Perennial Currents,1997
Doug Crowson,Bird - The Book,0738836427,10,Xlibris Corporation,2000
Doug Cushman,Aunt Eater loves a mystery (An I can read book),0060213264,9,Harper  Row,1987
Doug Cushman,Aunt Eater Loves a Mystery (I Can Read Book 2),0064441261,13,HarperTrophy,1989
Doug Cushman,Aunt Eater's Mystery Christmas (I Can Read Book 2),0064442217,12,HarperTrophy,1996
Doug Estell,Arco Reading Lists for College-Bound Students,0671847120,11,Petersons,1993
Doug Everett,A Time for Treason,0451179218,13,New Amer Library (Mm),1994
Doug Fields,365 Things Every Couple Should Know,1565070720,10,Harvest House Pub,1993
Doug Moench,Batman: Bloodstorm : The Chilling Sequel to Batman: Red Rain,1563891859,9,DC Comics,1995
Doug Most,Always in Our Hearts,0312973098,9,St. Martin's True Crime Classics,2000
Doug Most,"Always in Our Hearts: The Story of Amy Grossberg, Brian Peterson, and the Baby They Didn't Want",096547335X,10,Specialty Pubns Div North Jersey,1999
Doug Murray,Blood Relations (World of Darkness : Vampire),006105674X,9,Harper Mass Market Paperbacks (Mm),1996
Doug Naylor,Better Than Life,0140124381,11,Penguin Books Ltd,2004
Doug Radcliffe,Age of Mythology: Sybex Official Strategies & Secrets,0782141668,9,Sybex Books,2002
Doug Storer,AMAZNG STY PRESDNT,0671800604,13,Pocket,1975
Doug Tracht,AND THEY ASK ME WHY I DRINK,0671551604,12,Atria,1997
Doug Wead,All the Presidents' Children: Triumph and Tragedy in the Lives of America's First Families,0743446313,11,Atria Books,2003
Dougal Dixon,After Man: A Zoology of the Future,0312011636,9,St Martins Pr,1981
Dougal Dixon,Beginner's Guide to Geology,0753703580,11,Bounty Books,2000
Douglas A. Lind,Basic Statistics for Business and Economics,0072344024,11,McGraw-Hill College,1999
Douglas Allyn,Black Water: A Mitch Mitchell Mystery (Mitch Mitchell Mystery),0312139322,11,St Martins Pr,1996
Douglas Angus,Best Short Stories of the Modern Age,0449300587,12,Fawcett Books,1990
Douglas Angus,Best Short Stories of the Modern Age,0449308162,11,Fawcett Books,1981
DOUGLAS BLOCH,Astrology for Yourself: How to Understand and Interpret Your Own Birth Chart,091472861X,9,Wingbow Press,1987
Douglas Brown,150 Solitaire Games,0060923156,8,HarperResource,1991
Douglas C. Jones,Arrest Sitting Bull,0061010286,13,Harper Mass Market Paperbacks (Mm),1996
Douglas C. Kimmel,"Adulthood and Aging: An Interdisciplinary, Developmental View",0471052299,12,John Wiley  Sons,1980
Douglas C. Waller,Air Warriors: The Inside Story of the Making of a Navy Pilot,0440235316,9,Dell Publishing Company,1999
