Book-Author,Book-Title,ISBN,Price,Publisher,Year-Of-Publication
DAN SIMMONS,A Winter Haunting,0380817160,10,HarperTorch,2002
DAN SIMMONS,A Winter Haunting,0380978865,8,William Morrow  Company,2002
Dan Spencer,All Eyes Skyward,1411607201,13,Lulu.com,2004
Dan Tusitala,Bad Boy's Book of Bedtime Stories,187374160X,10,Zipper Books,2001
Dan Yates,An Angel in Time,1577347242,12,Covenant Communications,2000
Dan Yates,An Angel's Christmas,1577345444,10,Covenant Communications,1999
Dan Yates,Angel on Vacation: A Novel,1577346459,10,Covenant Communications,2000
Dan Yates,Angels Don't Knock,1555037119,12,Covenant Communications,1994
Dana Cameron,A Fugitive Truth : An Emma Fielding Mystery (Emma Fielding Mysteries),0060554622,10,Avon,2004
Dana Carpender,"15-Minute Low-Carb Recipes: Instant Recipes for Dinners, Desserts, and More",159233041X,11,Fair Winds Press,2003
Dana Carpender,500 Low-Carb Recipes,1592331009,9,Fair Winds Press,2002
Dana Carpender,"500 Low-Carb Recipes (500 Recipes, from Snacks to Dessert)",0739429736,9,Fair Winds Press,2002
Dana Carpender,"500 Low-Carb Recipes: 500 Recipes from Snacks to Dessert, That the Whole Family Will Love",1931412065,11,Fair Winds Press,2002
Dana Corbit,A Blessed Life,0373871953,10,Steeple Hill,2002
Dana Corbit,An Honest Life (Love Inspired),0373872437,8,Steeple Hill,2003
Dana Crowley Jack,Behind the Mask: Destruction and Creativity in Women's Aggression,0674064852,8,Harvard University Press,1999
DANA FULLER ROSS,"Awakening; The Holts, an American Dynasty 10",055356904X,12,Bantam Books,1995
Dana Gall,Beginner's Romanian (Beginner's Guide),0781802083,10,Hippocrene Books,1993
Dana Morgan,Arco 7 Minute Resumes: Build the Perfect Resume One 7-Minute Lesson at a Time,0028637011,9,Arco Pub,2000
Dana Ransom,Alexandra's Ecstasy,0821727737,9,Zebra Books,1989
Dana Reynolds,BE AN ANGEL! : HEAVENLY HINTS FOR ANGELIC ACTS FROM YOUR GUARDIAN SPIRITS,0671896946,10,Simon  Schuster,1994
Dana Ross,"Arizona (Wagons West, No 21)",0553270656,12,Bantam Books,1988
Dana Stabenow,A Cold Day for Murder,042513301X,10,Berkley Publishing Group,1992
Dana Stabenow,A Cold Day for Murder,0736644237,10,Books on Tape,1999
Dana Stabenow,A Cold-Blooded Business (A Kate Shugak Mystery),042514173X,11,Berkley Publishing Group,1994
Dana Stabenow,A Cold-Blooded Business: A Kate Shugak Mystery,0425158497,10,Berkley Publishing Group,1995
Dana Stabenow,A Fatal Thaw,0425135772,13,Berkley Publishing Group,1996
Dana Stabenow,A Fine And Bitter Snow (A Kate Shugak Novel),0312989474,11,St. Martin's Minotaur,2003
Dana Stabenow,A Fine and Bitter Snow : A Kate Shugak Novel (Kate Shugak Mysteries (Hardcover)),0312205481,12,St. Martin's Minotaur,2002
Dana Stabenow,A Grave Denied (A Kate Shugak Novel),0312985649,10,St. Martin's Paperbacks,2004
Dana Stabenow,A Grave Denied: A Kate Shugak Novel,0312306814,9,St. Martin's Minotaur,2003
Dana Stabenow,A Taint in the Blood: A Kate Shugak Novel,0312306830,8,St. Martin's Minotaur,2004
Dana Stabenow,Better to Rest (Liam Campbell Mysteries (Paperback)),0451209605,9,Signet Book,2003
Dana Stabenow,Better to Rest: A Liam Campbell Mystery (Liam Campbell Mysteries (Hardcover)),0451207025,9,New American Library,2002
Dana Stabenow,Blood Will Tell,0425157989,12,Berkley Publishing Group,1997
Dana Stabenow,"Blood Will Tell: A Kate Shugak Mystery (Stabenow, Dana. Kate Shugak Mystery.)",0399141243,10,Putnam Pub Group,1996
Dandi Daley MacKall,"A Secret Birthday Gift/3544 (Knorr, Dandi Daley. Jenny and Josh, Bk. 2.)",0874033144,11,Standard Pub,1987
Dandi Daley MacKall,ABCs of Lunch,156987333X,9,Landoll,1995
Dandi Daley MacKall,"All the King's Horses (Mackall, Dandi Daley. Horsefeathers.)",0570071291,9,Concordia Publishing House,2001
Dandi Daley MacKall,All Things That Go,1569873313,12,Landoll,1995
Dandi Daley MacKall,Allyson J Cat (A Happy day book),0874035910,8,Standard Pub,1989
Dandi Daley MacKall,Animal Babies,1569873364,10,Landoll,1995
Dane Morrison,American Indian Studies: An Interdisciplinary Approach to Contemporary Issues,0820439169,8,Peter Lang Pub,1997
Dane Rudhyar,An Astrological Mandala: The Cycle of Transformations and Its 360 Symbolic Phases.,0394719921,9,Vintage Books USA,1974
Dane Sherwood,"2,001 Things to Do Before You Die",0062734903,10,Harpercollins,1997
Danelle Harmon,Beloved One,038079263X,12,Avon,1998
Danette Chartier,Alabama Twilight (Magnolia Road),1558177000,8,Pinnacle Books (Mm),1993
Dani Sinclair,"Best - Kept Secrets (Fools Point) (Intrigue, 602)",0373226020,11,Harlequin,2001
Danice Allen,Arms of a Stranger,0380777266,11,Avon Books,1995
Daniel A. Metraux,Aum Shinrikyo and Japanese Youth,0761814175,9,Rowman  Littlefield (Non NBN),1999
Daniel A. Sumner,Agricultural Policy Reform in the United States (Aei Studies in Agricultural Policy),0844739138,12,American Enterprise Institute Press,1995
Daniel Allen Butler,"\Unsinkable\"": The Full Story of the RMS Titanic""",0306811103,8,Da Capo Press,2002
Daniel Arasse,Anselm Kiefer,0810903849,9,Harry N Abrams,2001
Daniel Beaver,Beyond the Marriage Fantasy: How to Give Up the Marriage of Your Dreams in Order to a Dream Marriage,0061008664,8,HarperSanFrancisco,1995
Daniel Berrigan,Apostle of Peace: Essays in Honor of Daniel Berrigan,1570750629,13,Orbis Books,1996
Daniel Burstein,BIG DRAGON : THE FUTURE OF CHINA WHAT IT MEANS FOR BUSINESS THE ECONOMY AND THE GLOBAL ORD,068480316X,11,Simon  Schuster,1998
Daniel Burstein,"BIG DRAGON : The Future of China: WHAT IT MEANS FOR BUSINESS, THE ECONOMY, AND THE GLOBAL ORDER",0684853663,8,Free Press,1999
Daniel Butler,America's Dumbest Criminals,0517208903,9,Gramercy,2000
Daniel Chacon,and the shadows took him : A Novel,0743466381,11,Atria,2004
Daniel Chavarria,Adios Muchachos,1888451165,9,Akashic Books,2001
Daniel Cohen,A Six-Pack and a Fake I.D.: Teens Look at the Drinking Question,0871314592,13,Natl Book Network,1986
Daniel Crevier,Ai: The Tumultuous History of the Search for Artificial Intelligence,0465001041,10,Perseus Books Group,1994
Daniel Crevier,Ai: The Tumultuous History of the Search for Artificial Intelligence,0465029973,12,Perseus Books Group,1993
Daniel Da Cruz,Boot,0312900600,12,St. Martin's Press,1987
Daniel Defoe,A Journal of the Plague Year (Dover Thrift Editions),0486419193,10,Dover Publications,2001
Daniel Defoe,A Journal of the Plague Year (Modern Library Classics),0375757899,9,Modern Library,2001
Daniel Defoe,A Journal of the Plague Year (Penguin Classics),0140437851,8,Penguin Books,2003
Daniel Defoe,"A Journal of the Plague Year: Being Observations or Memorials of the Most Remarkable Occurrences, As Well Public Asb. E. Nicholson, Text by Frank H. (Penguin Classics)",0140430156,12,Penguin Books,1978
Daniel Defoe,"A Journal of the Plague Year: Being Observations or Memorials of the Most Remarkable Occurrences, As Well Publick As Private, Which Happened in London During the Last Great (Oxford World's Classics)",0192836188,12,Oxford University Press,1998
Daniel del Giudice,Atlas Occidental,8433931083,9,Anagrama,1998
Daniel Donoghue,Beowulf: A Verse Translation (Norton Critical Editions),0393975800,9,W.W. Norton  Company,2001
Daniel Evan Weiss,100% American,0671668722,10,Simon  Schuster,1988
Daniel Grotta,A Tolkien Treasury,0762409800,10,Running Press Book Publishers,2001
Daniel Halpern,"Antaeus (Ecco Press, No 57, Autumn 1986)",0880011211,9,W W Norton  Co Inc,1986
Daniel Halpern,Antaeus 64: Twentieth Anniversary Issue,0880012528,10,Ecco Press,1990
Daniel Hearn,Bad August,0312005644,9,St Martins Pr,1987
Daniel Hood,Beggar's Banquet,0441004342,11,Ace Books,1997
Daniel J. Anderson,Anxiety/Conflicts and Chemical Dependency (1175b),089486047X,10,Hazelden,1976
Daniel Jonah Goldhagen,A Moral Reckoning : The Role of the Catholic Church in the Holocaust and Its Unfulfilled Duty ofRepair,0375414347,12,Knopf,2002
Daniel Jones,After Lucy : A Novel,0060959428,10,Perennial,2001
Daniel Jones,After Lucy: A Novel,0688174566,9,William Morrow  Company,2000
Daniel King,ACT DARKNESS,0671506277,12,Pocket,1985
Daniel Kirk,Bigger,0399231277,10,Putnam Pub Group,1998
Daniel Kirk,Bigger,0698118243,9,Puffin Books,2000
Daniel Klein,Blue Suede Clues : A Murder Mystery Featuring Elvis Presley (A Murder Mystery Featuring Elvis Presley),0312986696,11,St. Martin's Minotaur,2003
Daniel L. Hartl,Basic Genetics (Jones and Bartlett Series in Biology),0867201738,12,Jones  Bartlett Pub,1991
Daniel M. Klein,Blue Suede Clues: A Murder Mystery Featuring Elvis Presley,0312262493,9,St. Martin's Minotaur,2002
Daniel M. Mendelowitz,A Guide to Drawing,003055487X,11,International Thomson Publishing,1993
Daniel Martin,Advanced Database Techniques (Digital Communication),026213215X,10,The MIT Press,1986
Daniel Minoli,Analyzing Outsourcing: Reengineering Information and Communication Systems,0070425930,9,McGraw-Hill Companies,1994
Daniel Myerson,"Blood and Splendor: : The Lives of Five Tyrants, From Nero to Saddam Hussein",0380804891,13,Perennial,2001
Daniel Okrent,Baseball Anecdotes,0060972998,10,Harpercollins,1990
Daniel Okrent,Baseball Anecdotes RI,0062732064,11,Perennial,1993
Daniel Partner,365 Read-Aloud Bedtime Bible Stories,1557482640,12,Barbour Publishing,1993
Daniel Partner,Bible Stories for Bedtime,158660225X,11,Humble Creek,2002
Daniel Pearl,At Home in the World : Collected Writings from The Wall Street Journal (Wall Street Journal Book),074324317X,8,Free Press,2002
Daniel Pearlman,Black Flames: A Novel,1877727636,10,White Pine Press (NY),1997
Daniel Pennac,Au bonheur des ogres (Collectiom Folio),2070380599,11,Gallimard,1993
Daniel Pennac,Aux Fruits de la Passion / With the Fruits of Passion,2070415333,10,Gallimard Jeunesse,2000
Daniel Pennac,Aux fruits de la passion: Roman,2070754790,10,Gallimard,1999
Daniel Pennac,Better Than Life,0889104840,12,Coach House Press,1994
Daniel Pennac,Better Than Life,0889104999,12,Consortium Book Sales  Distribution,1996
Daniel Pennac,Better Than Life,1571103171,11,Stenhouse Publishers,1999
Daniel Pinkwater,4 : Fantastic Novels,0689834888,11,Aladdin,2000
Daniel Pinkwater,"5 Novels : Alan Mendelsohn, the Boy from Mars; Slaves of Spiegel; The Last Guru; Young Adult Novel; The Snarkout Boys and the Avocado of Death",0374423296,8,"Farrar, Straus and Giroux (BYR)",1997
Daniel Pinkwater,Aunt Lulu,0689714130,9,Aladdin Paperbacks,1991
Daniel Pinkwater,Borgel. ( Ab 12 J.).,3358022218,10,"Kinderbuchverlag, Berlin",2000
Daniel Pope,American Radicalism (Blackwell Readers in American Social and Cultural History (Paper)),0631218998,11,Blackwell Publishers,2001
Daniel Quinn,After Dachau: A Novel,189395613X,11,Context Books,2001
Daniel Quinn,After Dachau: A Novel,1893956237,9,Context Books,2002
Daniel Quinn,Beyond Civilization: Humanity's Next Great Adventure,0609604902,12,Random House Inc,1999
Daniel Quinn,Beyond Civilization: Humanity's Next Great Adventure,0609805363,13,Three Rivers Press (CA),2000
Daniel R. Butler,"America's Dumbest Criminals : Wild and Weird Stories of Fumbling Felons, Clumsy Crooks, and Ridiculous Robbers",1558533729,10,Rutledge Hill Press,1995
Daniel Rhodes,Adversary,0312021488,10,St Martins Pr,1988
Daniel Rolfs,Beginner's Italian Raderr,0844280305,13,NTC/Contemporary Publishing Company,1990
Daniel Seligman,A Question of Intelligence: The IQ Debate in America,1559721316,10,Carol Publishing Corporation,1992
Daniel Silva,A Death in Vienna,0399151435,12,Putnam Publishing Group,2004
Daniel Sitarz,Agenda 21: The Earth Summit Strategy to Save Our Planet,0935755144,10,Earth Press,1994
Daniel Sueiro,Balada del Manzanares (Plaza & Jan̩s/literaria),8401380936,10,Plaza  Jan̩s,1987
Daniel W. Patterson,A Tree Accurst: Bobby McMillon and Stories of Frankie Silver,0807848735,10,University of North Carolina Press,2000
Daniel Wallace,Big Fish,0142004278,11,Penguin USA (Paper),2003
Daniel Wallace,Big Fish : A Novel of Mythic Proportions,1565122178,8,Algonquin Books of Chapel Hill,1998
Daniel Wallace,Big Fish: A Novel of Mythic Proportions,0140282777,11,Penguin Books,1999
Daniel Williams,911 Promise,0884199274,10,Creation House Press,2002
Daniele Del Giudice,Atlante occidentale,8806582224,8,Einaudi,1985
Danielle Crittenden,Amanda Bright @ Home,0446692468,9,Warner Books,2004
Danielle Crittenden,Amanda Bright@home,0446530743,10,Warner Books,2003
Danielle Naibert,Basement Insanities: Deeper into the Mind of a Madman (Basement Insanities),059514196X,9,Writers Club Press,2000
Danielle Steel,A Perfect Stranger,0440168724,12,Dell,1983
Danielle Steel,Accident,0385306024,8,Delacorte Press,1994
Danielle Steel,Accident,0440217547,13,Dell,1995
Danielle Steel,Accident,2266105329,10,Pocket,2001
Danielle Steel,Ahora Y Para Siempre/Now and Forever,8427007957,11,Lectorum Pubns Inc,1983
Danielle Steel,Alle Liebe dieser Erde. Roman.,3442066719,10,Goldmann,1984
Danielle Steel,Answered Prayers,0375728236,11,Random House Large Print,2003
Danielle Steel,Answered Prayers,0385335431,13,Delacorte Press,2002
Danielle Steel,Answered Prayers,044023672X,8,Dell,2003
Danielle Steel,Answered Prayers (Limited Edition),0385336578,9,Delacorte Press,2002
Danielle Steel,Answered Prayers (Random House Large Print),0375431837,9,Random House Large Print Publishing,2002
Danielle Steel,Bittersweet,0385319576,12,Delacorte Press,1999
Danielle Steel,Bittersweet,0440224845,9,Dell,2000
Danielle Steel,Bittersweet (Bantam/Doubleday/Delacorte Press Large Print Collection),0385333331,11,Dell Publishing Company,1999
Danielle Thomas,A Far Distant Place,0333783247,11,MacMillan Kids,2001
Danna Scott,Boxing the Complete Guide to Training and Fitness: The Complete Guide to Training and Fitness,0399526013,11,Perigee Books,2000
Dannah Gresh,And the Bride Wore White: The Seven Secrets to Sexual Purity (Fantastic Book for Teen Girls),0802483305,10,Moody Publishers,2000
Dannion Brinkley,At Peace in the Light,0061094463,9,HarperTorch,1996
Dannion Brinkley,At Peace in the Light: The Further Adventures of a Reluctant Psychic Who Reveals the Secret of Your Spiritual Powers,0060176741,11,Harpercollins,1995
Danny Danziger,1215 : The Year of Magna Carta,0743257731,11,Touchstone,2004
Danny Morrison,All the Dead Voices,185635394X,8,Mercier Press / Marino Books,2002
Danny Moynihan,Boogie-Woogie,0312272812,12,Thomas Dunne Books,2001
Danny Vinik,Blue Paige,1896356176,10,Gutter Press,1999
Daoma Winston,A Sweet Familiarity,0877953317,9,Arbor House Pub Co,1981
Daphne Clair,"And Then Came Morning (Year Down Under) (Harlequin Presents a Year Down Under, No 1586)",0373115865,9,Harlequin,1993
Daphne Hartwig,Big Sky Burning,0061040835,13,Harper Mass Market Paperbacks (Mm),1992
Daphne Marlatt,Ana Historic,0887845908,11,Stoddart,1997
Daphne Phelps,A House in Sicily,0786706562,9,Carroll  Graf Publishers,1999
Daphne Phelps,A House in Sicily,0786707941,8,Carroll  Graf Publishers,2000
Daphne Phelps,A House in Sicily,1860496482,11,Virago Press,2000
Dar Williams,Amalee,0439395631,8,Scholastic Press,2004
Darby Conley,Blueprint for Disaster: A Get Fuzzy Collection,0740738089,9,Andrews McMeel Publishing,2003
Darcy Dinucci,Adobe Master Class: Web Site Redesigns,0201758644,10,Adobe Press,2001
Darcy Henton,Boys Don't Cry: The Struggle for Justice and Healing in Canada's Biggest Sex Abuse Scandal,0771040660,11,McClelland  Stewart Ltd,1996
Darcy Maguire,A Convenient Groom : The Wedding Planners (Romance),0373038097,10,Harlequin,2004
Darcy Maguire,Accidential Bride  (The Austrailians),0373181000,10,Harlequin,2003
Daren King,Boxy a Star,0349111928,12,Trafalgar Square,2001
Darian North,Bone Deep,0451185501,12,Onyx Books,1996
Dario Fo,Accidental Death of an Anarchist,0413156109,10,Methuen,2002
Dariush Gilani,An English-Persian Dictionary,0936347953,11,Ibex Publishers,1999
Darlene Clark Hine,"Black Women in White: Racial Conflict and Cooperation in the Nursing Profession, 1890-1950 (Blacks in the Diaspora)",0253205298,9,Indiana University Press,1989
Darlene Gardner,"Anything You Can Do...! / Anchor That Man! (Duets, 77)",0373441436,10,Harlequin,2002
Darlene Gardner,Bait & Switch (Love Spell Contemporary Romance),0505525216,11,Love Spell,2002
Darlene Geis,Big Little Dinosaur,0843141417,11,Price Stern Sloan Pub (J),1980
Darlene Scalera,"Born Of The Bluegrass (Harlequin American Romance, No. 896)",0373168969,12,Harlequin,2001
Darrell Baker,Baby Donald's Busy Play Group: Illustrated by Darrell Baker (Golden Sturdy Shape Book),0307123162,11,Random House Childrens Books,1988
Darrell Baker,Barney: Farm Songs (Baby's First),0785326707,8,Publications International,1998
Darrell Barker,Barney Bedtime Songs,0785333142,13,Publications Intl,1999
Darrell D. Simms,"Black Experience, Strategies, and Tactics in the Business World: A Corporate Perspective : A Handbook for Professionals",0963077643,8,Management Aspects,1992
Darrell Husted,A Perfect Family,0945167024,10,Natl Book Network,1988
Darren Shan,"A Living Nightmare (Cirque du Freak, Book 1)",0316605107,12,"Little, Brown",2002
DARREN WILLIAMS,Angel Rock (Vintage Contemporaries (Paperback)),0375719245,9,Vintage Books USA,2003
DARREN WILLIAMS,Angel Rock (Vintage Contemporaries),0375414517,8,Knopf,2002
Darrien Lee,All That and a Bag of Chips,0971195307,10,Strebor Books,2002
Darrious Hilmon,5 Dimes,0451208692,11,New American Library,2003
Darryl Reanney,After Death: A New Future for Human Consciousness,0380728613,10,Harpercollins,1996
Dary Matera,A Cry for Character,0735202729,12,Prentice Hall Art,2001
Daryl Bernstein,Better Than a Lemonade Stand: Small Business Ideas for Kids (Kid's Books By Kids),0941831752,11,Beyond Words Publishing,1992
Daryl Lucas,107 Questions Children Ask about Prayer (Questions Children Ask),0842345426,9,Tyndale House Publishers,1998
Daryle Worley,Billy and the Attic Adventure,0924067004,11,Tyke Corporation,1989
"Datus C., Jr. Smith",A Guide to Book Publishing,0295966521,8,Univ of Washington Pr,1989
Dav Pilkey,A Friend for Dragon: Dragon's First Tale (The Dragon Tales),0531070549,13,Orchard Books (NY),1994
Dava Sobel,"Arthritis, What Exercises Work : Breakthrough Relief For The Rest Of Your Life, Even After Drugs & Surgery Have Failed",0312130252,10,St. Martin's Griffin,1995
Dava Sobel,Arthritis: What Works,0312927193,11,St Martins Pr,1992
Dava Sobel,Backache: What Exercises Work,0312142811,12,St. Martin's Press,1996
Dave Armstrong,A Biblical Defense of Catholicism,1928832954,10,Sophia Institute Press,2003
Dave Barry,All the Dave Barry You Could Ever Want,1579544355,9,Rodale,2001
Dave Barry,"Babies and Other Hazards of Sex : How to Make a Tiny Person in Only 9 Months, with Tools You Probably Have around the Home",0878575103,13,Rodale Books,2000
